filepath,caption
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_424_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8103_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3542_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5801_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5264_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_954_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3455_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2771_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6200_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6603_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3402_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2950_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8251_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4313_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3392_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9112_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8214_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1940_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_780_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5073_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8184_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7502_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7041_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2130_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4453_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4305_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1270_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9645_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_711_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8873_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1555_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2040_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3774_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1820_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_231_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3520_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7842_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_895_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8862_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9733_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3290_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_241_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8455_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7025_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6903_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6294_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_221_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6820_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2580_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8730_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1201_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9764_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7542_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5944_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2604_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4044_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7690_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9924_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8310_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6834_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3973_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9991_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5580_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8942_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1224_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2874_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2613_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4403_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_151_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6672_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7432_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4965_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6853_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6252_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7083_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9371_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5695_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7864_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7785_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4790_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_961_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3503_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2192_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4651_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1353_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8373_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6263_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6223_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7610_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5560_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3764_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9092_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6301_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8212_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_721_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6681_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1050_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2304_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5793_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1305_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1412_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8300_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7294_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2983_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1984_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9011_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6041_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2502_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8625_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5294_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5715_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1894_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5940_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5524_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6162_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1212_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7112_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4653_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9584_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3664_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8243_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3863_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4880_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8644_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5272_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3873_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6311_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2512_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3192_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5912_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2091_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7150_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_73_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3611_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2552_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6631_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8982_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3030_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8930_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9475_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1614_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3074_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_922_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7602_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1955_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1425_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4043_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9712_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_684_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4261_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6563_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6051_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5075_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5920_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4083_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6922_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9493_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1451_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_524_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6285_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4572_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2873_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5000_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6620_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8152_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9521_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9234_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8502_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2442_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_155_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2913_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3162_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3412_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4581_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9540_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3271_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_901_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_272_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6913_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4820_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5844_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6354_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7733_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8505_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5671_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7013_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4621_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2792_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9684_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1132_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6920_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7352_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_634_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2752_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6614_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5522_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9360_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4732_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4900_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5061_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7061_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8624_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4432_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8370_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3453_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_605_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6511_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9403_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9635_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4975_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5034_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8533_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5041_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5085_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1871_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4560_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8101_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9324_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9432_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1723_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5663_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_854_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2135_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6245_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_413_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2234_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5831_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9471_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3240_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_572_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6500_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5490_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7822_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7262_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2180_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_760_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3231_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2355_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1030_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4933_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5792_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3720_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2901_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7933_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7731_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5982_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4865_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1594_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8520_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1964_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6813_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4595_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2831_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6004_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2394_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9424_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5130_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2102_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9195_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7474_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9972_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1704_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5674_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_891_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_251_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2320_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3443_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8951_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9152_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3242_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3502_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5755_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4565_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6534_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4704_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7560_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4073_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5470_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9625_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8902_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9422_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3991_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8445_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5052_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6422_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1622_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_644_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6945_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5952_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1653_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6371_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9072_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8641_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_55_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8470_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2622_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3922_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3604_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1504_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7192_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1390_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1775_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_662_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1935_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9754_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9325_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7891_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6174_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4633_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9823_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_513_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9932_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3974_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5764_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9750_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5693_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_315_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5493_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_163_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9300_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9670_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9342_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4013_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_140_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6342_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5261_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2572_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5044_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7580_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2700_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1222_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6885_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7212_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3014_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3310_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3704_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_735_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1663_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6243_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1362_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2544_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5010_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4450_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7960_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4433_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4921_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8861_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7875_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1642_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4150_train.png,G
